,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
0,0.0,0.5,0.3333333333333333,0.25,0.25,0.26666666666666666,0.9015151515151515
1,0.0,0.0,0.3333333333333333,0.25,0.25,0.16666666666666666,0.9015151515151515
2,0.0,0.0,0.3333333333333333,0.5,0.75,0.31666666666666665,0.7424242424242424
3,0.0,0.0,0.3333333333333333,0.5,0.75,0.31666666666666665,0.7424242424242424
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.5,0.3333333333333333,0.5,0.5,0.36666666666666664,0.946969696969697
6,0.0,0.5,0.3333333333333333,0.5,0.5,0.36666666666666664,0.9545454545454546
7,0.0,0.5,0.3333333333333333,0.5,0.75,0.41666666666666663,0.9772727272727273
8,0.0,0.5,0.6666666666666666,0.5,0.75,0.4833333333333333,0.9772727272727273
9,0.0,0.5,0.6666666666666666,0.5,0.75,0.4833333333333333,0.9772727272727273
10,0.0,0.5,0.6666666666666666,0.5,0.75,0.4833333333333333,0.9772727272727273
