,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
1,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
2,0.0,0.5,0.6666666666666666,0.75,0.75,0.5333333333333333,0.9848484848484849
3,0.0,0.0,0.3333333333333333,0.5,0.75,0.31666666666666665,0.7424242424242424
4,1.0,1.0,0.6666666666666666,0.5,0.5,0.7333333333333333,0.5
5,1.0,0.5,0.3333333333333333,0.5,0.5,0.5666666666666667,0.5
6,0.0,0.0,0.3333333333333333,0.5,0.5,0.26666666666666666,0.5
7,0.0,0.0,0.3333333333333333,0.5,0.5,0.26666666666666666,0.5
8,0.0,0.0,0.3333333333333333,0.5,0.5,0.26666666666666666,0.5
9,0.0,0.0,0.3333333333333333,0.5,0.5,0.26666666666666666,0.5
10,0.0,0.0,0.3333333333333333,0.5,0.5,0.26666666666666666,0.5
