,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
0,1.0,0.5,0.3333333333333333,0.5,0.5,0.5666666666666667,0.9545454545454546
1,1.0,0.5,0.3333333333333333,0.5,0.5,0.5666666666666667,0.946969696969697
2,0.0,0.5,0.6666666666666666,0.5,0.5,0.4333333333333333,0.5
3,0.0,0.5,0.6666666666666666,0.5,0.75,0.4833333333333333,0.7424242424242424
4,1.0,1.0,1.0,0.75,0.75,0.9,0.75
5,0.0,0.0,0.3333333333333333,0.5,0.75,0.31666666666666665,0.9772727272727273
6,0.0,0.0,0.3333333333333333,0.5,0.75,0.31666666666666665,0.9772727272727273
7,0.0,0.0,0.3333333333333333,0.5,0.75,0.31666666666666665,0.9772727272727273
8,0.0,0.0,0.3333333333333333,0.5,0.75,0.31666666666666665,0.9772727272727273
9,0.0,0.0,0.3333333333333333,0.5,0.75,0.31666666666666665,0.9772727272727273
10,0.0,0.0,0.3333333333333333,0.5,0.75,0.31666666666666665,0.9772727272727273
