,PR@1,PR@2,PR@3,PR@4,PR@5,PR@avg,Acc
0,1.0,0.5,0.6666666666666666,0.75,0.75,0.7333333333333333,0.9621212121212122
1,1.0,0.5,0.6666666666666666,0.75,0.75,0.7333333333333333,0.9545454545454546
2,0.0,0.0,0.3333333333333333,0.5,0.5,0.26666666666666666,0.6590909090909091
3,0.0,0.0,0.3333333333333333,0.5,0.5,0.26666666666666666,0.6590909090909091
4,0.0,0.0,0.3333333333333333,0.25,0.25,0.16666666666666666,0.25
5,0.0,0.0,0.0,0.0,0.0,0.0,0.1590909090909091
6,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
7,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
8,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
9,0.0,0.0,0.0,0.0,0.0,0.0,0.1893939393939394
10,0.0,0.0,0.0,0.0,0.0,0.0,0.20454545454545456
